PROXIMITY	AREA	SITE	LARGE PLOT #	SMALL PLOT #	TAG #	SPECIES	HEIGHT(cm)	13-Jan	13-Feb	13-Mar	13-Apr	13-May	13-Jun	13-Jul	13-Aug	13-Sep	13-Oct	13-Nov	13-Dec	14-Jan	14-Feb	14-Mar	14-Apr	14-May	14-Jun	14-Jul	14-Aug	14-Sep	14-Oct	14-Nov	14-Dec	15-Jan	15-Feb	15-Mar	15-Apr	15-May
F	F4	AMABALAPARA-D	L8	S9	3.3.2	Myristica sp.	301	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S10	4.1.1	Dysoxylum sp.	152	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S10	4.1.2	Myristica sp.	251	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S10	4.1.3	Dysoxylum sp.	350	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S10	4.1.4	Dysoxylum sp.	97	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S11	5.1.1	Myristica sp.	102	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S11	5.1.2	Alseodaphne sp.	104	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S11	5.1.3	Myristica sp.	500	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S12	5.2.1	Myristica sp.	300	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D
F	F4	AMABALAPARA-D	L8	S12	5.2.2	Alseodaphne sp.	122	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D
F	F4	AMABALAPARA-D	L8	S13	5.3.1	Litsea sp.	550	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S13	5.3.2	Litsea sp.	119	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S13	5.3.3	Litsea sp.	197	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S13	5.3.4	Dysoxylum sp.	300	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S14	6.1.1	Myristica sp.	200	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S14	6.1.2	Litsea sp.	150	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S14	6.1.3	Alseodaphne sp.	150	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S14	6.1.4	Litsea sp.	150	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S14	6.1.5	Alseodaphne sp.	254	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S14	6.1.6	Alseodaphne sp.	199	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S14	6.1.7	Dysoxylum sp.	210	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S15	6.2.1	Canarium sp.	800	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D
F	F4	AMABALAPARA-D	L8	S15	6.2.2	Myristica sp.	350	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D
F	F4	AMABALAPARA-D	L8	S16	7.1.1	Myristica sp.	300	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D
F	F4	AMABALAPARA-D	L8	S16	7.1.2	Alseodaphne sp.	350	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S16	7.1.3	Litsea sp.	103	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D
F	F4	AMABALAPARA-D	L8	S17	7.2.1	Myristica sp.	200	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S17	7.2.2	Myristica sp.	220	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S17	7.2.3	Myristica sp.	320	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S18	8.1.1	Myristica sp.	103	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F4	AMABALAPARA-D	L8	S18	8.1.2	Knema sp.	98	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D
F	F4	AMABALAPARA-D	L8	S18	8.1.3	Myristica sp.	296	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S1	1.1.1	Myristica sp.	99	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S2	1.2.1	Dysoxylum sp.	97	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S2	1.2.2	Litsea sp.	198	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S2	1.2.3	Dysoxylum sp.	130	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S2	1.2.4	Dysoxylum sp.	95	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S3	2.2.1	Myristica sp.	241	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S3	2.2.2	Dysoxylum sp.	201	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S4	3.2.1	Dysoxylum sp.	153	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S4	3.2.2	Canarium sp.	433	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S5	3.1.1	Canarium sp.	103	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S6	2.1.1	Dysoxylum sp.	134	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S6	2.1.2	Litsea sp.	98	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S7	4.1.1	Dysoxylum sp.	211	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S7	4.1.2	Myristica sp.	109	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S7	4.1.3	Myristica sp.	111	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D
F	F5	AMABALAPARA-E	L9	S7	4.1.4	Litsea sp.	302	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S8	4.2.1	Myristica sp.	202	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S9	4.3.1	Litsea sp.	301	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S9	4.3.2	Litsea sp.	179	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S9	4.3.4	Dysoxylum sp.	93	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S9	4.3.3	Myristica sp.	200	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S10	5.1.1	Myristica sp.	403	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S10	5.1.2	Litsea sp.	99	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S10	5.1.3	Dysoxylum sp.	210	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S10	5.1.4	Myristica sp.	73	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
F	F5	AMABALAPARA-E	L9	S11	5.2.1	Litsea sp.	66	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
